,course,question,pct_agree_base,n_base,time,pct_agree_clean,n_clean,diff
625,Chemistry 14AE,study_buddy,83.78378378378379,37,w10,83.78378378378379,37,0.0
653,Chemistry 14C,part_of_community,100.0,1,w10,100.0,1,0.0
473,Chemistry 30CL,motivate,71.42857142857143,7,w10,71.42857142857143,7,0.0
472,Chemistry 30CL,mistakes_are_learning,85.71428571428571,7,w10,85.71428571428571,7,0.0
471,Chemistry 30CL,improve_skills,85.71428571428571,7,w10,85.71428571428571,7,0.0
470,Chemistry 30CL,develop_intelligence,85.71428571428571,7,w10,85.71428571428571,7,0.0
469,Chemistry 30CL,confident,100.0,7,w10,100.0,7,0.0
468,Chemistry 30CL,challenges_are_growth,85.71428571428571,7,w10,85.71428571428571,7,0.0
467,Chemistry 30BL,when_struggle_find_way,94.44444444444444,18,w10,94.44444444444444,18,0.0
136,Chemistry 14AE,motivate,66.66666666666666,6,w3,66.66666666666666,6,0.0
465,Chemistry 30BL,seek_help,88.88888888888889,18,w10,88.88888888888889,18,0.0
464,Chemistry 30BL,reflect,77.77777777777779,18,w10,77.77777777777779,18,0.0
463,Chemistry 30BL,motivate,77.77777777777779,18,w10,77.77777777777779,18,0.0
462,Chemistry 30BL,mistakes_are_learning,88.88888888888889,18,w10,88.88888888888889,18,0.0
461,Chemistry 30BL,improve_skills,94.44444444444444,18,w10,94.44444444444444,18,0.0
460,Chemistry 30BL,develop_intelligence,94.44444444444444,18,w10,94.44444444444444,18,0.0
459,Chemistry 30BL,confident,66.66666666666666,18,w10,66.66666666666666,18,0.0
458,Chemistry 30BL,challenges_are_growth,88.88888888888889,18,w10,88.88888888888889,18,0.0
466,Chemistry 30BL,unfamiliar,77.77777777777779,18,w10,77.77777777777779,18,0.0
406,Chemistry 14CL,unfamiliar,100.0,1,w10,100.0,1,0.0
405,Chemistry 14CL,seek_help,100.0,1,w10,100.0,1,0.0
404,Chemistry 14CL,reflect,100.0,1,w10,100.0,1,0.0
403,Chemistry 14CL,motivate,0.0,1,w10,0.0,1,0.0
402,Chemistry 14CL,mistakes_are_learning,100.0,1,w10,100.0,1,0.0
401,Chemistry 14CL,improve_skills,100.0,1,w10,100.0,1,0.0
400,Chemistry 14CL,develop_intelligence,100.0,1,w10,100.0,1,0.0
474,Chemistry 30CL,reflect,57.14285714285714,7,w10,57.14285714285714,7,0.0
230,Chemistry 30CL,when_struggle_find_way,86.66666666666667,15,w3,86.66666666666667,15,0.0
229,Chemistry 30CL,unfamiliar,60.0,15,w3,60.0,15,0.0
228,Chemistry 30CL,seek_help,80.0,15,w3,80.0,15,0.0
227,Chemistry 30CL,reflect,80.0,15,w3,80.0,15,0.0
226,Chemistry 30CL,motivate,73.33333333333333,15,w3,73.33333333333333,15,0.0
477,Chemistry 30CL,when_struggle_find_way,100.0,7,w10,100.0,7,0.0
476,Chemistry 30CL,unfamiliar,57.14285714285714,7,w10,57.14285714285714,7,0.0
475,Chemistry 30CL,seek_help,57.14285714285714,7,w10,57.14285714285714,7,0.0
399,Chemistry 14CL,confident,100.0,1,w10,100.0,1,0.0
728,Chemistry 30C,be_myself,83.33333333333334,6,w10,83.33333333333334,6,0.0
727,Chemistry 30BL,work_in_groups,94.11764705882352,17,w10,94.11764705882352,17,0.0
726,Chemistry 30BL,supported_department,82.35294117647058,17,w10,82.35294117647058,17,0.0
720,Chemistry 30BL,continuing,94.11764705882352,17,w10,94.11764705882352,17,0.0
20,Chemistry 14AE,understand_study_strats,81.81818181818183,11,w3,81.81818181818183,11,0.0
725,Chemistry 30BL,study_buddy,82.35294117647058,17,w10,82.35294117647058,17,0.0
440,Chemistry 30AL,develop_intelligence,66.66666666666666,3,w10,66.66666666666666,3,0.0
447,Chemistry 30AL,when_struggle_find_way,100.0,3,w10,100.0,3,0.0
19,Chemistry 14AE,succeed,100.0,11,w3,100.0,11,0.0
18,Chemistry 14AE,study_habits,81.81818181818183,11,w3,81.81818181818183,11,0.0
17,Chemistry 14AE,own_words,54.54545454545454,11,w3,54.54545454545454,11,0.0
16,Chemistry 14AE,manage_time,81.81818181818183,11,w3,81.81818181818183,11,0.0
698,Chemistry 30AL,be_myself,66.66666666666666,3,w10,66.66666666666666,3,0.0
724,Chemistry 30BL,peers_respect,82.35294117647058,17,w10,82.35294117647058,17,0.0
723,Chemistry 30BL,part_of_community,94.11764705882352,17,w10,94.11764705882352,17,0.0
722,Chemistry 30BL,instructor_cares,94.11764705882352,17,w10,94.11764705882352,17,0.0
666,Chemistry 14CL,supported_department,0.0,1,w10,0.0,1,0.0
446,Chemistry 30AL,unfamiliar,33.33333333333333,3,w10,33.33333333333333,3,0.0
445,Chemistry 30AL,seek_help,66.66666666666666,3,w10,66.66666666666666,3,0.0
444,Chemistry 30AL,reflect,33.33333333333333,3,w10,33.33333333333333,3,0.0
443,Chemistry 30AL,motivate,66.66666666666666,3,w10,66.66666666666666,3,0.0
442,Chemistry 30AL,mistakes_are_learning,100.0,3,w10,100.0,3,0.0
441,Chemistry 30AL,improve_skills,100.0,3,w10,100.0,3,0.0
13,Chemistry 14AE,at_least_b,81.81818181818183,11,w3,81.81818181818183,11,0.0
11,Chemistry 14AE,apply_math,63.63636363636363,11,w3,63.63636363636363,11,0.0
729,Chemistry 30C,belong,83.33333333333334,6,w10,83.33333333333334,6,0.0
706,Chemistry 30AL,supported_department,66.66666666666666,3,w10,66.66666666666666,3,0.0
705,Chemistry 30AL,study_buddy,66.66666666666666,3,w10,66.66666666666666,3,0.0
704,Chemistry 30AL,peers_respect,66.66666666666666,3,w10,66.66666666666666,3,0.0
703,Chemistry 30AL,part_of_community,100.0,3,w10,100.0,3,0.0
702,Chemistry 30AL,instructor_cares,100.0,3,w10,100.0,3,0.0
701,Chemistry 30AL,contributions_valued,100.0,3,w10,100.0,3,0.0
700,Chemistry 30AL,continuing,100.0,3,w10,100.0,3,0.0
699,Chemistry 30AL,belong,100.0,3,w10,100.0,3,0.0
707,Chemistry 30AL,work_in_groups,66.66666666666666,3,w10,66.66666666666666,3,0.0
135,Chemistry 14AE,mistakes_are_learning,100.0,6,w3,100.0,6,0.0
134,Chemistry 14AE,improve_skills,83.33333333333334,6,w3,83.33333333333334,6,0.0
133,Chemistry 14AE,develop_intelligence,100.0,6,w3,100.0,6,0.0
537,Chemistry 14CL,work_in_groups,100.0,1,w3,100.0,1,0.0
536,Chemistry 14CL,supported_department,100.0,1,w3,100.0,1,0.0
535,Chemistry 14CL,study_buddy,100.0,1,w3,100.0,1,0.0
534,Chemistry 14CL,peers_respect,100.0,1,w3,100.0,1,0.0
407,Chemistry 14CL,when_struggle_find_way,100.0,1,w10,100.0,1,0.0
532,Chemistry 14CL,instructor_cares,100.0,1,w3,100.0,1,0.0
531,Chemistry 14CL,contributions_valued,100.0,1,w3,100.0,1,0.0
530,Chemistry 14CL,continuing,100.0,1,w3,100.0,1,0.0
529,Chemistry 14CL,belong,100.0,1,w3,100.0,1,0.0
528,Chemistry 14CL,be_myself,100.0,1,w3,100.0,1,0.0
225,Chemistry 30CL,mistakes_are_learning,93.33333333333331,15,w3,93.33333333333331,15,0.0
224,Chemistry 30CL,improve_skills,93.33333333333331,15,w3,93.33333333333331,15,0.0
223,Chemistry 30CL,develop_intelligence,86.66666666666667,15,w3,86.66666666666667,15,0.0
533,Chemistry 14CL,part_of_community,100.0,1,w3,100.0,1,0.0
139,Chemistry 14AE,unfamiliar,83.33333333333334,6,w3,83.33333333333334,6,0.0
138,Chemistry 14AE,seek_help,100.0,6,w3,100.0,6,0.0
137,Chemistry 14AE,reflect,100.0,6,w3,100.0,6,0.0
721,Chemistry 30BL,contributions_valued,76.47058823529412,17,w10,76.47058823529412,17,0.0
362,Chemistry 14AE,mistakes_are_learning,87.5,40,w10,87.5,40,0.0
361,Chemistry 14AE,improve_skills,92.5,40,w10,92.5,40,0.0
360,Chemistry 14AE,develop_intelligence,92.5,40,w10,92.5,40,0.0
117,Chemistry 30CL,study_habits,75.0,20,w3,75.0,20,0.0
358,Chemistry 14AE,challenges_are_growth,90.0,40,w10,90.0,40,0.0
347,Chemistry 30CL,workload,71.42857142857143,7,w10,71.42857142857143,7,0.0
346,Chemistry 30CL,understand_study_strats,71.42857142857143,7,w10,71.42857142857143,7,0.0
345,Chemistry 30CL,study_habits,57.14285714285714,7,w10,57.14285714285714,7,0.0
344,Chemistry 30CL,own_words,71.42857142857143,7,w10,71.42857142857143,7,0.0
120,Chemistry 30CL,workload,85.0,20,w3,85.0,20,0.0
119,Chemistry 30CL,understand_study_strats,90.0,20,w3,90.0,20,0.0
118,Chemistry 30CL,succeed,90.0,20,w3,90.0,20,0.0
359,Chemistry 14AE,confident,75.0,40,w10,75.0,40,0.0
496,Chemistry 14AE,supported_department,83.33333333333334,6,w3,83.33333333333334,6,0.0
495,Chemistry 14AE,study_buddy,100.0,6,w3,100.0,6,0.0
494,Chemistry 14AE,peers_respect,100.0,6,w3,100.0,6,0.0
493,Chemistry 14AE,part_of_community,66.66666666666666,6,w3,66.66666666666666,6,0.0
492,Chemistry 14AE,instructor_cares,100.0,6,w3,100.0,6,0.0
491,Chemistry 14AE,contributions_valued,83.33333333333334,6,w3,83.33333333333334,6,0.0
490,Chemistry 14AE,continuing,66.66666666666666,6,w3,66.66666666666666,6,0.0
367,Chemistry 14AE,when_struggle_find_way,82.5,40,w10,82.5,40,0.0
488,Chemistry 14AE,be_myself,83.33333333333334,6,w3,83.33333333333334,6,0.0
241,Chemistry 14AE,asking_questions,67.44186046511628,43,w10,67.44186046511628,43,0.0
240,Chemistry 14AE,apply_math,76.74418604651163,43,w10,76.74418604651163,43,0.0
246,Chemistry 14AE,study_habits,65.11627906976744,43,w10,65.11627906976744,43,0.0
245,Chemistry 14AE,own_words,79.06976744186046,43,w10,79.06976744186046,43,0.0
244,Chemistry 14AE,manage_time,51.16279069767442,43,w10,51.16279069767442,43,0.0
243,Chemistry 14AE,find_help,76.74418604651163,43,w10,76.74418604651163,43,0.0
242,Chemistry 14AE,at_least_c,93.02325581395348,43,w10,93.02325581395348,43,0.0
489,Chemistry 14AE,belong,100.0,6,w3,100.0,6,0.0
366,Chemistry 14AE,unfamiliar,57.49999999999999,40,w10,57.49999999999999,40,0.0
365,Chemistry 14AE,seek_help,80.0,40,w10,80.0,40,0.0
364,Chemistry 14AE,reflect,77.5,40,w10,77.5,40,0.0
363,Chemistry 14AE,motivate,67.5,40,w10,67.5,40,0.0
222,Chemistry 30CL,confident,80.0,15,w3,80.0,15,0.0
221,Chemistry 30CL,challenges_are_growth,86.66666666666667,15,w3,86.66666666666667,15,0.0
398,Chemistry 14CL,challenges_are_growth,100.0,1,w10,100.0,1,0.0
397,Chemistry 14C,when_struggle_find_way,100.0,1,w10,100.0,1,0.0
497,Chemistry 14AE,work_in_groups,100.0,6,w3,100.0,6,0.0
395,Chemistry 14C,seek_help,100.0,1,w10,100.0,1,0.0
394,Chemistry 14C,reflect,100.0,1,w10,100.0,1,0.0
393,Chemistry 14C,motivate,100.0,1,w10,100.0,1,0.0
392,Chemistry 14C,mistakes_are_learning,100.0,1,w10,100.0,1,0.0
391,Chemistry 14C,improve_skills,100.0,1,w10,100.0,1,0.0
390,Chemistry 14C,develop_intelligence,100.0,1,w10,100.0,1,0.0
389,Chemistry 14C,confident,100.0,1,w10,100.0,1,0.0
388,Chemistry 14C,challenges_are_growth,100.0,1,w10,100.0,1,0.0
396,Chemistry 14C,unfamiliar,100.0,1,w10,100.0,1,0.0
