Response Timestamp,Participant ID,What class are you completing this survey for?,,,,,,,,,,,,,"If you are taking a lab, you may have to fill this out for multiple courses--which may be confusing. To be sure that you selected the course you intended to select above, what is your instructor's last name for the above selected course?",I understand the study strategies needed to perform well in college-level science classes.,,,,,I can explain Chemistry concepts in my own words.,,,,,I am comfortable asking questions in lecture or discussion sections.,,,,,I know where to find academic help if I need it,,,,,I believe my current study habits will help me perform well in this class.,,,,,I am confident in applying mathematical skills to Chemistry problems.,,,,,I can manage my time effectively when studying for Chemistry exams.,,,,,I was prepared to handle the workload and expectations of this course.,,,,,I expect to earn at least a C in this class (C or better).,,,,,Did you attend the Chemistry peer learning in room MS3974 ?,,In reference to the above question regarding attending Chemistry peer learning: Why or why not?
,,Chemistry 14A,Chemistry 14AE,Chemistry 14B,Chemistry 14BL,Chemistry 14C,Chemistry 14CL,Chemistry 14D,Chemistry 20A,Chemistry 30A,Chemistry 30AL,Chemistry 30B,Chemistry 30BL,Chemistry 30CL,,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Yes,No,
2025-12-04 10:23:13 -0800,12004409665,0,0,0,0,0,0,1,0,0,0,0,0,0,ow,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didnt know that was available
2025-12-04 10:44:14 -0800,5209604576,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Was not aware of it, and am not sure if I’m eligible to attend"
2025-12-04 10:45:32 -0800,15409309048,0,0,0,0,0,0,0,0,1,0,0,0,0,Harran,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Time conflict.
2025-12-04 10:57:40 -0800,5212139089,1,0,0,0,0,0,0,0,0,0,0,0,0,Laurence Lavelle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know what that was
2025-12-04 11:05:17 -0800,10307903199,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"I did not feel the need for it, but if I was ever struggling, then I would have attended."
2025-12-04 11:15:07 -0800,1808773429,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I at no point in the course was struggling.
2025-12-04 11:16:04 -0800,6906285751,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,No time
2025-12-04 11:17:58 -0800,3509848526,0,0,0,0,0,0,0,0,1,0,0,0,0,Harran,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I didn't know about it
2025-12-04 11:20:34 -0800,1805282785,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,n/a
2025-12-04 11:20:39 -0800,104468638,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not know about it
2025-12-04 11:20:48 -0800,3506588249,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I commute so finding sections that were available while I was on campus was difficult.  TA officer hours were more accessible
2025-12-04 11:21:23 -0800,6904032146,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngi,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,I didn't even know they were a thing.
2025-12-04 11:22:26 -0800,6904032146,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,I didn't know there was peer learning.
2025-12-04 11:22:49 -0800,15406433651,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,The sessions were held at times where I had other classes
2025-12-04 11:22:54 -0800,5204879902,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know it was an available resource
2025-12-04 11:23:03 -0800,5208340796,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Did not know about it.
2025-12-04 11:23:13 -0800,1808259791,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I would not attend the chemistry peer learning because i would attend office hours every week with the courses TA’s.
2025-12-04 11:23:32 -0800,1806315110,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,I did not hear about it.
2025-12-04 11:24:43 -0800,8606672280,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,I did not know it was happening
2025-12-04 11:28:50 -0800,10309297777,0,0,1,0,0,0,0,0,0,0,0,0,0,Scerri,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know that it was happening
2025-12-04 11:30:09 -0800,15414366871,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I attended chemistry peer learning at Campbell Hall to receive additional support on the material covered in the course.
2025-12-04 11:39:21 -0800,8612178019,1,0,0,0,0,0,0,0,0,0,0,0,0,N/A,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not attend peer learning in the specific room but did attend other peer learnings at other locations
2025-12-04 11:40:50 -0800,13708674217,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,I didn't make time in my schedule to go
2025-12-04 11:42:04 -0800,12013933218,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,did not feel the need
2025-12-04 12:12:04 -0800,3513406473,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was not aware of the peer learning in room MS3974
2025-12-04 12:21:52 -0800,10309382318,0,0,0,0,0,0,0,0,1,0,0,0,0,Harran,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I had no idea that was a thing.
2025-12-04 12:31:33 -0800,5204971107,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I went to office hours instead.
2025-12-04 12:42:31 -0800,11997866824,0,0,0,0,0,0,1,0,0,0,0,0,0,Professor Ow,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,My schedule did not match with the chemistry peer learning session.
2025-12-04 12:49:45 -0800,12013591399,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I did not know about it.
2025-12-04 12:58:33 -0800,12012047765,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I don't know what that is.
2025-12-04 13:04:43 -0800,113477584,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was not aware of the Chemistry peer learning in the MS building.
2025-12-04 13:17:12 -0800,12012993798,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Didn't feel like I needed it
2025-12-04 13:23:38 -0800,109617513,0,0,0,0,0,0,0,0,1,0,0,0,0,Harran,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,I attended to see if they were helpful.
2025-12-04 13:24:45 -0800,8614441739,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"attended other sessions, just not ms3974"
2025-12-04 13:54:02 -0800,10312894246,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not feel the need to.
2025-12-04 13:55:02 -0800,5213698839,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"If peer learning is referring to UA sessions, then yes. It was helpful to have extra practice problems, especially before midterms, and also gain insight from students who took the class before."
2025-12-04 13:57:06 -0800,13712439513,1,0,0,0,0,0,0,0,0,0,0,0,0,Laurence Lavelle,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Dr. Lavelle has many UA sessions that I found helpful and didn't think that Chemistry peer learning would be more benefical.
2025-12-04 13:58:58 -0800,105313657,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was too busy with workloads relative to other classes.
2025-12-04 14:08:35 -0800,1809933169,0,0,1,0,0,0,0,0,0,0,0,0,0,Scerri,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,I was not aware of it.
2025-12-04 14:11:17 -0800,3508564482,0,0,0,0,0,0,0,0,1,0,0,0,0,Harran,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know about it
2025-12-04 14:11:39 -0800,15408042293,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I didn't know that was a thing
2025-12-04 14:11:55 -0800,3507743909,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know that existed.
2025-12-04 14:12:06 -0800,6905795046,0,0,0,1,0,0,0,0,0,0,0,0,0,Ashkarian,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn't know about it.
2025-12-04 14:12:08 -0800,3504543795,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"It was not offered this course, if it was it did not show up for me"
2025-12-04 14:12:11 -0800,107399863,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Don't know about it
2025-12-04 14:12:39 -0800,106065414,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I didn't know there was such peer learning
2025-12-04 14:13:19 -0800,3504543795,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,It was not offered
2025-12-04 14:13:26 -0800,3505540216,0,0,0,1,0,0,0,0,0,0,0,0,0,Ashkarian,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was unaware of the peer learning sessions.
2025-12-04 14:13:29 -0800,15404839221,0,0,0,1,0,0,0,0,0,0,0,0,0,Chau,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,I did not know about this peer learning.
2025-12-04 14:14:34 -0800,13701037273,0,0,0,1,0,0,0,0,0,0,0,0,0,Dr. No Chau,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Peer learning was overlapping the time with other classes. Decided to study on my own time with classmates to prepare for the class.
2025-12-04 14:15:25 -0800,6909513847,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,No time and didn’t know about them
2025-12-04 14:19:46 -0800,5212551747,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not find significantly challenging questions that I could not resolve by studying on my own.
2025-12-04 14:31:01 -0800,106479891,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't feel like I need to.
2025-12-04 14:39:49 -0800,13711296433,1,0,0,0,0,0,0,0,0,0,0,0,0,Lavelle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I was not available.
2025-12-04 14:41:39 -0800,12009958210,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't find my attendance at peer learning to be necessary for success in this course.
2025-12-04 15:14:35 -0800,10310300675,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I prefer going to TA office hours or the professor's office hours and I prefer to study by myself since I tend to get distracted in groups.
2025-12-04 15:32:32 -0800,10309332780,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,I was not aware of what times it was open for.
2025-12-04 15:43:22 -0800,13713006531,1,0,0,0,0,0,0,0,0,0,0,0,0,Laurence Lavelle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I didn't find it necessary, but in the future I will definitely attend"
2025-12-04 15:50:04 -0800,6906722855,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Did not feel I needed it at the time.
2025-12-04 15:59:47 -0800,12005410013,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,No time this quarter
2025-12-04 16:09:13 -0800,12009708803,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not have the time to go.
2025-12-04 16:25:37 -0800,12005749333,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Found it hard to fit into my schedule.
2025-12-04 16:39:57 -0800,5204874853,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,Didnt have time
2025-12-04 16:40:27 -0800,3504561815,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know about it and I also prefer to study by myself.
2025-12-04 16:46:13 -0800,3504732835,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not know about it.
2025-12-04 17:36:40 -0800,12009694846,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not qualify
2025-12-04 17:38:12 -0800,105362158,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,Didnt know about it
2025-12-04 17:38:15 -0800,3510517153,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,i didn’t have time for it
2025-12-04 17:38:31 -0800,3505771093,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,I didn't know it existed
2025-12-04 17:38:41 -0800,5203668227,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I am not interested in peer learning.
2025-12-04 17:39:15 -0800,5203608506,1,0,0,0,0,0,0,0,0,0,0,0,0,Laurence Lavelle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I felt as though the textbook and the practice problems were sufficient for me to understanding everything and get enough practice for the exam.
2025-12-04 17:39:54 -0800,10304641851,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Don’t know what that is
2025-12-04 17:45:04 -0800,12010443883,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not know about it.
2025-12-04 17:45:46 -0800,12010443883,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I didn't know.
2025-12-04 17:49:00 -0800,10309142193,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,I was not informed that they existed.
2025-12-04 18:24:21 -0800,5205499008,0,0,0,0,0,0,1,0,0,0,0,0,0,OW,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I didn't know it was a thing until now.
2025-12-04 18:25:33 -0800,13709056683,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I did not know it was occuring
2025-12-04 18:38:18 -0800,109582476,0,0,1,0,0,0,0,0,0,0,0,0,0,Scerri,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I was unaware.
2025-12-04 18:48:40 -0800,1806350147,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,I did not know this was an option. Is this like tutoring or more like office hours?
2025-12-04 19:12:25 -0800,6913164104,1,0,0,0,0,0,0,0,0,0,0,0,0,Dr. Lavelle,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,I didn't know that was a thing.
2025-12-04 19:15:09 -0800,13714741398,0,0,0,0,0,0,0,0,0,0,1,0,0,Pham,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,time conflict
