,why_peer_learning,count,tags
961,Was not aware of it but also would not have needed it,1,unaware_of_resource+did_not_need
962,I wasn’t informed of this peer learning.,1,communication_issues
963,I never felt like I needed the extra help,1,did_not_need
964,I do not know what that is,1,did_not_knew
965,"I didn't know about it (or don't remember being told), or if I just forgot about it (it may have been announced and I just don't remember) that would be because I looked at what time it was and was busy.",1,did_not_knew+forgot+schedule_conflict
966,I did not know about them,1,did_not_knew
967,"I never felt the need to attend and felt I would be better off studying on my own. Nothing against the peer learning sessions, just felt I learn better on my own.",1,did_not_need+prefer_self_study
968,I did not know that was available.,1,did_not_knew
969,I did not attend the Chemistry peer learning in room MS3974 because I preferred to review on my own.,1,prefer_self_study
970,"Unfortunately, I have other commitments that occupy my schedule.",1,other_commitments+schedule_conflict
971,I was comfortable with the course material,1,already_understanding
972,I don’t have a need to attend the peer learning sessions and have sufficient resources,1,did_not_need+used_professor_sessions
973,I wasn't aware there was Chemistry peer learning. I would have definitely attended had I known.,1,unaware_of_resource
974,"I commute, so it's hard for me to get out at 4-5pm",1,commuter_issues+schedule_conflict
975,Felt like I didn't need it. I was successful in my own studies/methods already.,1,did_not_need+doing_well
976,I never felt like I needed to and I was not aware of it.,1,did_not_need+did_not_knew
977,I didn't know it was there or didn't do the research to know it was there.,1,did_not_knew+too_lazy
978,I don't feel like I need it right now.,1,did_not_need
979,"I wasn't aware of this, but it is alright because I didn't need much help this quarter for chem 20A!",1,unaware_of_resource+did_not_need
980,I didn't hear about it.,1,did_not_knew
981,I didn't have time and generally felt like I benefited more from studying alone.,1,no_time+prefer_self_study
982,I didn’t  know it existed.,1,did_not_knew
983,I was unaware of this.,1,unaware_of_resource
984,Busy schedule so I utilized other resources,1,busy_schedule+used_professor_sessions
985,I did not hear about it,1,did_not_knew
986,I’ve never heard of it,1,did_not_knew
987,Didn’t hear about it,1,did_not_knew
988,"no, i did not have enough time",1,no_time
989,I felt that this would help me better understand concepts,1,attended_this
990,They would overlap with my schedule.,1,schedule_conflict
991,It was full when I tried enrolling,1,signup_issues
992,Because I didn't have that much time to go there,1,no_time
993,I attended office hours for help instead.,1,used_office_hours
994,"I didn’t know about it, or, if it was not required, I immediately forgot about it, not expecting to need to attend",1,did_not_knew+forgot+did_not_need
995,I did not know of it.,1,did_not_knew
996,i didnt know about it.,1,did_not_knew
997,What the...what is this?,1,did_not_knew
998,I didn't even know that was something we offered.,1,did_not_knew
999,I didn’t really know it existed until now,1,first_hearing
1000,"I was very busy, and I did not have the time to attend Chemistry peer learning.",1,busy_schedule+no_time
1001,I wasn't aware there was chemistry peer learning.,1,unaware_of_resource
1002,I did not find the time to attend.,1,no_time
1003,Two reasons. I didn't know it was a thing also I'm not having a hard time in this class so I wouldn't feel the need to.,1,did_not_knew+already_understanding+did_not_need
1004,I did not feel I needed it to succeed.,1,did_not_need
1005,Not sure what it is,1,did_not_knew
1006,I didnt even know about that,1,did_not_knew
1007,I was unaware of the chemistry peer learning.,1,unaware_of_resource
1008,I did not want to go to the peer learning because of time interferences.,1,schedule_conflict
1009,"I was honestly very lazy and felt like I was already doing decently in the class, but reflecting back, I probably should have attended the Chemistry peer learning.",1,too_lazy+doing_well
1010,I prefer other activities,1,other
1011,I was not aware of peer learning.,1,unaware_of_resource
1012,I was not aware of peer learning,1,unaware_of_resource
1013,I did not know that there was a peer learning room,1,did_not_knew
1014,I didn't know that this was available.,1,did_not_knew
1015,no need,1,did_not_need
1016,I found Chemistry this quarter manageable so I instead went to office hours if I did need help.,1,already_understanding+used_office_hours
1017,I didn’t know they had that,1,did_not_knew
1018,"I study most efficiently by myself, but I bring questions to class or office hours when needed.",1,prefer_self_study+used_office_hours
1019,I didn't know this peer learning existed.,1,did_not_knew
1020,"I wasn’t aware of it. I had other resources, including Dr. DeWeese’s office hours and assigned collaborators discussion section.",1,unaware_of_resource+used_office_hours
1021,I didnt know this was a thing.,1,did_not_knew
1022,I did not know it was a thing.,1,did_not_knew
1023,"When studying, I find myself getting more stressed when there’s other people around me compared to me figuring out my weak spots and taking the time to study from that.",1,group_distraction+prefer_self_study
1024,Did not know it was happening.,1,did_not_knew
1025,idk,1,no_response
1026,I was not aware that there is a Chemistry peer learning session but have been able to get the assistance I need from my professor in office hours.,1,unaware_of_resource+used_office_hours
1027,"I attended all of the office hours for this class especially toward the end, so I felt that was sufficient. Also I could not figure out if I was eligible for the peer learning when I tried to sign up.",1,used_office_hours+did_not_need+eligibility_confusion
